Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
275.94,42.8,247.38,15.78,33.34
397.52,94.45,142.47,18.67,26.56
335.62,0.0,220.93,8.89,0.0
308.28,186.7,174.7,27.45,44.23
491.98,-10.0,99.24,5.78,-7.0
161.03,136.7,313.06,27.56,53.01
485.87,39.45,53.01,17.67,29.56
394.52,24.45,166.03,7.89,-0.22
369.07,158.35,166.03,29.56,33.56
492.65,69.45,70.57,5.0,13.89
274.94,427.85,125.69,81.46,25.34
527.32,-15.55,49.01,10.89,-6.11
104.02,33.35,105.02,157.92,191.37
256.05,421.2,176.81,19.56,35.34
3106.62,30.0,59.01,12.89,9.0
209.26,78.35,280.72,45.23,49.12
415.19,-1.1,137.36,12.89,3.78
179.7,158.35,310.28,23.45,61.9
56.12,749.6,195.26,5.0,167.81
120.91,191.15,290.5,118.8,36.45
150.25,338.95,294.39,63.68,5.89
245.38,58.35,182.48,54.9,64.57
44.23,539.0,220.04,174.81,40.12
304.5,123.9,213.04,26.56,54.12
384.63,138.35,151.25,21.67,23.67
133.36,251.15,309.28,93.35,4.78
97.13,549.0,243.38,50.12,67.57
330.73,123.9,212.93,12.89,2.78
254.27,239.5,153.25,57.79,76.68
344.4,23.35,140.25,35.34,51.23
155.92,706.8,182.59,12.67,83.46
315.28,78.9,222.71,20.56,8.67
111.91,726.25,289.5,19.56,3.78
377.96,72.25,115.69,34.23,31.56
165.92,132.25,296.39,23.56,64.79
257.16,205.05,157.92,-7.0,103.91
65.68,799.6,191.48,141.47,27.45
340.51,186.15,136.58,40.34,30.34
195.48,3.9,233.6,40.12,120.91
295.61,-5.55,243.38,8.78,23.34
418.19,-55.0,164.03,0.89,6.89
412.3,63.35,122.58,14.67,15.78
376.07,211.7,112.91,46.12,23.56
142.25,226.15,363.07,29.56,-5.11
60.79,579.0,207.26,102.02,95.13
513.54,19.45,64.68,2.89,-1.11
212.15,206.15,204.15,71.68,54.79
256.27,102.25,236.6,22.45,40.23
100.13,171.15,273.94,89.46,88.24
290.61,182.8,221.71,18.78,37.34
163.92,369.5,230.82,59.9,80.46
407.52,19.45,151.25,1.89,25.56
127.69,742.35,150.25,83.46,101.13
467.31,108.9,82.35,8.89,16.67
107.13,352.3,126.69,134.47,165.14
185.7,18.9,296.61,44.12,58.79
510.54,-45.0,68.68,5.89,15.89
539.1,38.9,35.23,6.0,-3.11
418.19,-65.0,151.14,11.78,6.0
179.48,72.8,322.06,25.56,40.34
458.42,30.0,99.24,30.45,16.89
176.59,217.25,320.06,30.34,29.56
239.71,535.65,181.59,25.56,42.01
76.68,1119.65,119.91,136.58,66.9
66.79,568.45,236.71,72.57,101.24
172.81,87.25,273.83,46.23,52.79
171.7,-16.1,322.06,46.23,43.34
17.67,834.6,61.9,71.68,266.83
424.19,152.25,60.9,26.45,69.9
288.5,108.35,258.27,16.67,5.89
431.86,107.8,7322.48,12.89,930.44
0.0,-15.55,0.0,12.89,12.0
384.63,103.9,152.03,8.78,10.78
27.56,383.4,127.47,175.7,181.59
221.04,111.7,166.81,81.57,92.24
377.07,39.45,167.81,41.34,10.0
372.18,230.6,111.8,48.23,23.67
65.79,554.55,241.6,91.35,87.35
553.77,54.45,28.45,-6.0,-5.11
276.94,20.0,129.47,55.01,124.69
170.7,531.2,96.24,121.69,98.13
250.27,87.8,253.27,14.78,44.12
182.7,693.45,164.03,45.12,75.46
427.97,34.45,104.91,45.23,3.89
426.08,83.35,102.02,18.56,17.67
74.79,524.55,139.47,228.71,59.12
456.64,158.35,109.02,11.78,-2.11
422.3,-40.55,160.14,15.78,0.89
255.27,212.25,260.16,44.12,0.0
401.41,23.35,154.25,10.67,10.0
138.36,450.65,261.16,70.57,23.78
502.54,50.0,76.57,6.89,-3.0
340.62,157.8,213.15,-1.11,11.67
457.53,34.45,110.8,5.78,10.89
55.01,766.8,79.46,193.26,109.8
254.27,231.7,243.6,25.45,38.34
463.53,23.9,92.13,0.0,20.67
259.05,212.25,283.83,12.78,9.78
249.49,241.15,173.81,59.01,81.57
75.68,480.1,230.71,165.03,30.56
285.72,416.75,138.47,26.45,58.01
514.21,44.45,57.01,2.89,4.89
245.38,450.65,213.15,29.34,-3.0
401.63,265.6,124.69,18.67,17.89
453.53,93.9,113.8,-3.0,14.89
65.68,142.8,207.15,30.45,256.16
252.27,300.6,242.38,25.45,-0.22
91.13,314.5,236.6,151.25,55.12
329.95,40.0,145.25,10.67,90.24
416.08,84.45,123.69,11.78,13.67
468.42,-1.1,91.35,13.78,8.78
65.9,869.6,97.13,130.47,135.69
271.94,59.45,134.58,75.46,110.13
508.43,113.9,58.9,-1.0,-0.11
78.46,677.35,105.02,235.71,41.34
371.07,78.35,153.03,17.56,14.67
369.96,98.35,166.81,11.89,2.78
404.3,123.9,143.47,30.56,12.89
414.41,13.9,142.25,18.67,3.78
332.95,539.55,155.25,4.89,10.89
412.19,123.35,125.69,18.78,24.67
202.37,177.25,306.39,63.9,-0.11
114.69,126.7,306.28,33.34,99.35
78.46,539.0,163.03,155.14,70.68
69.79,457.85,258.27,88.35,92.13
544.77,-55.0,37.34,4.89,-12.0
509.54,-25.55,72.68,-1.11,-7.0
464.31,-15.55,114.02,0.89,3.89
256.27,696.8,153.25,11.89,43.23
284.72,300.6,206.15,12.78,41.23
421.19,99.45,132.58,29.56,15.89
187.48,182.25,314.17,57.01,4.89
542.77,-35.0,21.45,11.89,5.89
513.43,103.9,55.9,4.0,10.89
302.17,163.35,195.37,32.45,36.34
392.52,112.8,154.14,0.89,16.89
300.5,48.9,209.04,15.67,62.01
156.03,712.9,101.02,97.13,84.24
316.95,138.35,208.04,21.56,-0.22
561.66,-50.0,24.45,-4.0,11.0
142.36,401.75,188.37,47.12,125.8
45.12,702.35,176.81,155.03,88.57
431.08,-25.55,143.25,0.89,1.89
269.05,143.35,244.49,22.45,43.34
472.98,-45.0,106.13,-7.0,12.0
192.37,153.35,255.16,71.79,47.12
440.75,34.45,103.91,21.67,21.78
219.71,288.95,186.37,27.45,71.68
30.45,942.95,187.37,41.12,147.36
198.15,123.35,280.83,36.45,49.9
74.68,231.7,178.7,205.15,94.13
392.74,-6.1,127.47,31.45,10.67
479.2,8.9,96.35,12.78,16.89
367.07,118.9,186.59,4.89,14.67
491.76,65.0,95.35,-2.0,-2.0
345.4,153.35,201.37,7.78,23.78
367.96,8.9,159.92,10.78,21.56
477.2,163.35,74.68,16.67,24.67
13.78,393.4,205.04,94.24,199.26
163.92,333.95,265.05,37.23,56.01
95.13,609.0,171.81,43.12,146.14
264.16,58.9,220.04,81.57,35.45
452.42,-25.55,103.91,0.0,11.89
189.59,578.45,143.36,90.35,56.12
267.83,206.7,195.26,75.68,19.78
490.76,-15.55,79.46,5.89,8.89
114.69,790.7,152.03,133.47,17.78
344.51,143.35,203.15,2.0,24.67
413.19,147.25,125.8,16.67,9.89
302.28,97.25,139.47,58.79,41.01
221.71,-70.0,230.71,70.57,43.01
231.82,131.15,280.61,10.67,8.78
167.92,372.85,184.59,95.13,68.9
263.94,28.9,174.7,96.13,38.45
415.41,-35.55,139.25,7.78,6.67
278.72,127.8,189.59,24.45,60.68
92.24,1114.65,159.14,86.46,52.12
459.42,49.45,109.91,4.89,19.78
202.15,587.9,242.6,21.67,9.89
217.82,177.8,189.37,116.69,24.56
471.2,83.9,95.24,4.0,11.78
528.1,94.45,46.12,-1.11,9.0
265.05,504.55,123.58,27.56,64.9
333.95,274.5,145.14,4.78,45.12
291.5,506.75,71.57,9.89,133.58
446.75,88.9,101.02,4.78,6.67
68.57,-45.55,338.62,66.68,93.24
419.97,29.45,85.35,15.78,52.01
219.04,4.45,112.91,128.58,141.58
376.96,212.25,158.14,11.78,31.56
208.93,426.2,191.37,51.01,32.45
298.28,412.3,101.24,81.57,23.45
297.61,158.35,223.82,19.67,45.23
500.54,68.9,53.01,6.78,-2.11
412.41,99.45,178.81,9.89,-0.11
392.52,128.35,143.47,14.78,17.56
184.59,447.85,144.25,106.02,80.57
237.71,269.5,113.91,123.69,64.79
160.81,340.05,197.37,14.67,153.14
257.27,58.35,250.38,48.12,28.56
497.87,-60.0,86.35,8.89,-0.11
213.82,196.7,292.61,20.56,33.56
178.7,171.7,246.49,41.34,108.13
294.5,57.8,243.6,22.56,23.78
161.92,89.45,154.03,134.58,122.58
57.12,937.95,107.91,174.7,78.68
376.07,308.4,125.8,11.89,22.56
386.85,59.45,161.03,28.56,13.78
120.91,864.05,213.04,77.68,14.67
246.49,467.3,147.14,42.23,84.57
521.1,84.45,55.01,-2.0,-11.0
245.49,471.75,171.92,20.56,54.79
138.58,664.0,204.26,77.46,49.9
190.48,215.6,273.94,47.23,37.12
384.74,181.7,145.25,11.78,-6.11
79.35,805.7,267.16,69.57,-0.22
230.6,506.2,159.14,63.9,43.12
330.84,187.8,204.26,18.56,-1.11
115.8,329.5,322.84,40.12,40.34
178.48,102.8,302.39,29.34,51.12
355.4,281.15,146.14,17.78,26.45
321.95,83.9,226.71,9.89,16.67
513.32,-20.0,43.23,10.67,23.78
334.62,-16.1,206.26,4.78,29.56
17.56,540.65,117.69,158.03,181.7
273.05,18.9,228.71,87.46,-7.0
367.07,98.9,194.48,7.78,2.0
214.93,88.9,266.94,39.23,42.12
431.75,231.7,82.46,9.89,24.56
119.69,432.3,124.69,69.79,179.48
263.05,175.6,191.37,47.23,36.23
172.59,103.9,299.5,19.56,72.57
299.5,136.15,160.14,72.57,8.67
358.18,93.35,158.92,6.0,34.23
80.68,697.35,146.25,182.7,67.9
265.05,151.15,227.6,28.34,6.78
516.21,65.0,54.9,-7.0,12.89
64.79,386.75,292.61,75.68,73.57
406.52,-40.55,147.25,22.67,10.67
295.61,195.6,159.92,78.57,17.78
135.58,486.75,151.03,133.58,70.46
491.98,52.8,69.57,1.0,17.89
281.72,35.0,233.6,18.67,60.01
33.34,524.55,163.81,-6.0,273.94
181.48,317.85,221.71,47.01,25.34
313.06,28.35,206.04,26.45,5.78
32.23,814.05,180.59,13.67,185.7
205.04,335.05,207.15,51.12,80.68
84.57,804.05,212.15,7.89,121.58
550.88,0.0,34.23,-5.0,-5.0
92.35,128.9,336.84,129.69,35.34
334.84,127.25,153.03,18.56,50.12
273.72,200.6,160.14,56.9,47.12
337.62,49.45,181.59,48.23,23.67
57.12,250.05,255.38,191.48,42.01
322.06,42.8,190.59,23.67,45.12
357.51,305.05,93.35,71.79,43.34
512.32,14.45,52.9,7.89,11.0
447.75,-55.0,133.58,-1.11,19.78
337.73,162.25,164.81,-1.0,54.01
368.29,25.0,178.59,14.78,39.34
415.19,23.35,116.91,30.45,7.67
309.39,29.45,207.15,47.01,27.56
364.18,157.8,172.7,22.67,12.89
332.84,-6.1,138.47,59.79,55.12
35.23,720.7,168.81,26.56,192.37
448.75,13.9,86.35,30.34,19.67
534.21,34.45,44.23,12.67,-6.11
492.87,10.0,94.24,5.89,10.0
120.69,446.2,210.15,90.35,84.46
427.97,13.9,102.13,23.56,21.45
14.78,912.4,60.9,23.56,313.28
380.85,112.8,130.69,30.45,21.45
295.39,335.05,199.26,29.45,2.89
141.47,298.95,255.27,32.34,110.13
431.86,-15.55,134.47,10.89,-1.11
203.04,417.85,195.37,48.23,80.68
515.54,30.0,84.57,6.0,8.0
178.59,246.7,251.38,50.12,69.57
226.71,200.6,218.93,50.12,49.01
65.79,922.4,87.46,237.6,25.67
67.9,864.05,206.26,123.69,39.34
276.72,121.7,154.25,15.78,115.91
373.07,60.0,149.14,23.45,24.45
348.4,55.0,192.26,8.78,15.56
481.09,88.9,71.57,8.78,1.78
399.41,108.9,143.25,6.78,10.67
29.34,516.75,159.03,276.94,37.34
482.09,88.35,70.57,17.78,-5.11
257.27,167.25,263.16,16.56,38.45
236.6,162.8,285.72,5.89,34.23
499.54,-50.0,75.57,5.0,0.0
81.57,784.05,180.48,42.12,103.13
43.01,1148.0,107.91,94.24,90.24
55.12,294.5,107.02,223.93,149.03
275.72,48.35,227.6,13.78,33.23
80.35,283.95,96.24,219.82,122.8
224.93,604.55,193.48,37.34,23.34
131.47,349.5,263.05,9.78,126.8
209.26,221.7,246.27,78.46,9.67
385.85,256.15,113.8,23.56,26.67
110.13,560.65,212.15,116.8,64.79
246.49,97.25,204.15,54.9,49.01
48.9,549.0,257.16,19.67,127.47
28.56,93.35,330.95,150.14,77.57
400.52,60.0,162.03,6.78,0.78
171.92,-40.55,233.6,80.46,89.13
180.7,310.05,291.61,49.12,17.67
285.5,215.6,223.93,21.56,1.89
338.62,87.25,148.14,31.45,20.45
526.21,19.45,39.12,6.0,14.89
203.37,122.25,285.61,54.9,25.67
296.61,131.15,214.04,33.45,14.56
480.2,192.8,70.57,4.78,11.89
114.91,732.35,198.37,132.47,4.78
172.7,88.35,311.28,42.34,55.01
247.27,43.9,293.61,6.89,28.45
264.16,241.15,230.6,30.56,17.45
416.19,99.45,136.58,30.45,15.89
284.5,230.05,127.69,85.46,44.34
493.65,84.45,75.57,11.89,9.0
231.49,515.1,149.36,95.35,14.67
366.07,82.25,151.03,23.56,-6.0
462.31,-15.0,102.13,16.78,2.78
179.7,255.6,266.05,39.23,47.9
200.15,442.3,155.14,73.68,71.57
4.78,819.05,168.92,87.35,146.14
381.85,88.9,187.59,6.89,2.78
408.3,103.9,127.58,15.67,20.67
237.71,510.1,61.01,175.7,24.56
177.7,485.65,145.25,65.68,105.24
36.34,1061.3,171.92,160.92,20.67
395.74,82.25,123.58,16.67,17.45
353.29,94.45,177.81,35.34,5.67
84.57,682.9,97.13,38.34,255.38
176.7,288.4,194.48,123.58,35.56
113.69,187.25,183.48,96.13,136.25
362.07,128.9,125.58,22.56,62.01
165.03,158.35,361.4,16.67,53.23
320.84,74.45,133.47,49.01,75.79
109.02,181.7,273.05,63.68,107.91
260.94,333.95,162.81,70.79,17.67
114.8,422.85,332.84,12.67,38.12
334.73,88.9,121.69,56.01,73.79
251.38,300.6,205.15,51.01,41.34
223.71,74.45,228.71,66.68,51.01
413.19,68.35,81.57,53.01,29.56
273.72,211.7,229.6,9.89,45.34
225.82,103.35,246.49,82.35,13.67
372.18,-30.55,137.47,30.56,47.9
231.6,381.75,195.48,20.56,57.01
509.32,-35.55,59.01,5.89,5.89
87.35,800.7,156.92,95.24,94.24
210.26,8.9,296.5,75.68,13.78
395.63,74.45,150.25,29.56,27.67
512.32,75.0,62.68,-5.0,-8.0
213.93,107.8,172.7,128.69,36.12
170.92,872.95,51.9,79.46,108.02
147.36,276.15,249.49,81.46,81.46
373.07,166.15,133.58,30.34,3.78
467.31,44.45,109.02,9.89,5.0
103.24,691.25,206.04,45.12,89.35
140.25,431.75,58.9,159.14,134.36
155.14,819.05,130.69,106.13,50.12
146.25,112.8,340.62,37.23,49.23
57.01,358.95,195.26,113.8,161.14
263.05,190.05,212.93,36.34,24.67
381.85,33.35,0.0,28.56,0.89
532.1,-35.0,57.01,1.0,-4.0
369.96,123.9,182.7,5.0,13.67
193.37,894.6,89.24,90.35,47.12
318.95,33.9,236.71,10.78,21.78
302.28,156.7,136.58,87.35,45.34
333.84,38.35,211.04,24.67,0.78
212.04,225.6,237.6,46.12,51.12
346.62,131.7,122.69,45.23,48.12
376.96,68.35,165.81,6.89,18.78
114.69,867.95,253.38,16.78,22.45
59.9,825.15,250.38,107.91,20.78
522.21,-15.55,52.01,-4.0,-4.11
475.31,45.0,106.02,-5.0,6.78
207.15,367.3,227.71,19.56,48.12
222.04,281.15,236.6,29.34,57.9
271.94,23.35,183.59,35.34,72.46
210.26,244.5,243.38,42.12,34.34
337.62,117.25,164.92,18.67,33.34
243.38,388.95,238.49,24.45,21.78
89.46,990.75,123.8,47.01,126.58
219.71,261.15,259.16,42.34,30.56
189.48,65.0,253.38,6.78,142.36
276.83,531.2,106.91,107.13,0.89
214.15,72.25,242.49,34.45,89.46
472.09,3.9,69.68,24.67,8.78
386.85,62.8,161.92,3.0,11.67
359.29,216.15,124.8,4.78,68.79
457.64,113.9,97.13,11.78,18.67
260.16,368.95,156.14,11.78,107.13
159.03,825.15,118.69,106.91,20.45
178.59,672.9,219.93,-0.11,59.9
343.51,133.9,188.59,35.45,18.56
452.53,-10.55,106.91,4.89,15.89
387.63,187.8,121.8,11.78,29.23
391.52,53.9,150.14,11.89,10.67
254.38,63.9,290.61,11.67,21.45
85.46,426.75,178.81,58.9,185.48
461.53,84.45,118.8,4.89,12.89
216.93,491.75,227.6,23.56,23.56
545.66,15.0,36.45,9.89,-6.0
287.72,-25.55,257.16,19.56,18.67
374.07,156.7,150.25,32.45,12.89
180.81,167.25,248.27,81.57,67.79
121.58,335.05,100.13,129.69,165.7
532.88,-70.0,41.23,10.89,4.0
182.59,265.6,153.03,71.68,124.69
34.23,490.1,261.27,47.23,165.14
430.08,59.45,160.14,10.89,10.89
109.02,44.45,304.17,13.67,148.25
256.16,427.3,146.36,72.57,27.45
129.69,200.6,370.18,6.78,31.23
526.32,9.45,51.9,-3.0,6.89
146.25,103.9,341.73,34.45,59.79
245.38,117.25,272.05,17.78,36.34
386.96,294.5,120.69,26.45,-7.0
216.15,211.7,269.94,19.67,61.79
168.92,461.2,165.81,89.24,67.9
86.35,339.5,383.96,4.78,53.01
295.5,205.6,214.04,31.45,20.78
524.21,59.45,43.23,4.78,13.89
517.21,-20.55,57.01,5.89,-8.0
401.63,192.25,128.58,28.56,7.89
161.03,136.7,370.18,21.56,13.89
350.29,55.0,161.14,50.01,22.56
241.38,368.95,204.15,44.12,23.56
32.34,656.8,69.68,154.03,177.59
170.7,160.6,269.05,17.67,83.46
215.15,97.25,200.26,54.01,91.13
334.73,69.45,224.82,21.56,-4.0
438.64,88.35,82.35,22.67,24.67
263.05,19.45,264.05,9.89,42.23
475.98,44.45,80.35,10.89,0.89
161.03,293.95,148.25,109.91,112.02
526.99,-50.0,45.12,4.89,-9.0
187.59,240.05,284.72,46.12,15.56
400.41,-45.55,147.14,12.78,18.78
438.64,-6.1,102.02,7.78,17.89
196.15,131.7,121.8,73.57,158.14
435.86,69.45,138.47,-6.0,3.78
59.01,426.75,84.46,100.02,242.27
124.69,451.75,288.61,50.01,29.23
225.6,401.2,161.14,87.24,19.78
256.05,250.6,188.48,41.12,31.23
221.82,435.65,204.15,-7.0,60.9
269.94,14.45,221.93,47.01,35.34
36.34,657.9,74.68,264.05,85.35
434.75,28.9,95.13,13.78,27.67
246.38,211.15,171.7,22.56,101.13
149.36,509.55,151.03,102.02,70.68
245.49,167.8,165.03,156.14,9.89
488.87,-30.55,86.46,7.89,8.89
139.25,52.8,277.83,64.79,88.57
408.3,133.35,129.47,18.67,-6.11
108.02,172.8,120.8,275.94,65.68
160.14,558.45,224.71,88.46,-0.11
90.24,211.7,155.03,135.58,167.7
548.77,64.45,24.56,0.0,15.78
13.67,1918.15,51.9,15.78,99.02
212.93,215.6,172.7,122.8,21.45
440.86,99.45,143.36,12.89,-7.0
340.51,97.25,171.7,28.45,6.89
78.57,705.7,131.47,93.24,127.58
345.4,249.5,103.02,51.12,23.45
482.98,88.9,82.46,7.89,9.89
516.21,65.0,48.01,2.89,17.89
58.01,612.9,190.48,45.23,175.7
235.6,211.15,208.04,32.34,68.79
283.61,-16.1,186.59,72.68,25.34
361.29,35.0,188.48,12.67,33.56
467.09,78.9,87.46,8.78,8.78
389.74,49.45,169.81,9.89,18.67
196.15,269.5,286.5,15.78,24.67
225.71,15.0,249.38,76.57,26.34
432.97,57.8,95.13,33.45,-7.0
190.37,304.5,260.27,10.67,57.79
208.15,818.5,122.8,11.78,73.57
367.29,8.9,146.25,26.45,27.34
384.74,136.15,160.14,-7.0,14.89
217.82,98.35,267.16,25.45,41.01
322.84,-20.55,205.15,30.56,32.45
510.43,-15.0,75.68,4.0,-1.11
122.69,584.0,269.94,56.9,15.67
211.15,480.65,165.81,54.01,47.9
413.3,133.35,110.91,32.34,20.78
225.6,141.7,284.83,38.34,7.89
307.28,106.7,195.26,10.89,43.12
82.46,298.4,186.59,135.36,102.91
233.49,162.8,304.39,18.56,-11.0
145.36,820.15,168.81,29.56,101.13
302.39,290.05,196.48,13.67,35.45
79.68,730.15,160.03,12.78,205.37
433.86,231.15,81.46,29.56,20.78
493.87,-25.55,78.46,5.89,12.0
37.34,809.05,118.8,115.8,146.25
168.92,175.6,300.5,31.45,46.01
344.73,52.8,173.7,23.45,30.56
309.28,89.45,258.16,6.78,5.89
376.07,235.6,166.03,5.78,6.0
220.93,206.15,197.26,28.45,83.24
274.94,43.9,140.25,139.36,19.67
267.05,108.9,190.48,87.46,43.23
543.66,25.0,37.45,7.0,-11.0
476.2,-6.1,76.57,-3.0,14.56
427.86,19.45,128.47,4.78,2.0
391.85,108.35,116.91,22.45,50.23
264.94,-1.1,185.48,69.68,37.12
253.38,171.7,175.81,12.78,119.8
367.29,123.9,162.92,22.45,36.45
311.28,117.25,220.93,22.56,6.78
529.1,25.0,50.01,-1.0,5.0
84.46,-10.0,267.94,44.12,178.48
420.3,111.7,92.24,24.56,32.56
257.05,-40.55,254.27,29.56,38.12
437.86,75.0,146.36,5.89,0.0
331.84,104.45,206.26,25.56,22.45
16.67,2223.75,37.45,36.34,67.79
244.6,241.7,271.94,17.78,40.34
474.31,-15.55,106.91,5.89,11.0
123.58,253.95,257.27,69.68,75.68
339.73,79.45,227.71,4.78,23.78
109.13,122.25,197.26,201.37,61.79
310.28,18.35,226.71,23.56,8.78
397.41,74.45,158.92,18.78,-1.0
126.8,421.75,176.7,109.02,111.13
365.18,-45.0,192.37,11.67,23.78
116.02,649.0,71.57,169.81,119.69
498.65,19.45,84.57,-0.11,-5.11
262.27,335.05,190.59,74.68,22.45
484.87,-40.55,47.12,19.67,20.45
548.77,70.0,37.23,1.0,11.0
516.32,94.45,53.12,8.89,0.78
237.6,266.15,262.94,20.67,29.56
120.69,64.45,120.69,102.13,227.71
365.07,256.15,158.14,-1.11,11.67
150.14,33.35,296.39,71.68,46.12
57.9,157.8,213.93,61.9,235.71
164.92,63.35,247.27,112.8,34.34
417.19,53.9,125.69,29.56,0.78
233.6,148.35,275.72,-2.0,42.01
226.82,490.65,242.6,11.67,22.78
263.94,206.7,0.0,28.45,38.23
498.76,50.0,75.68,-1.11,-0.22
289.61,107.8,256.27,5.89,27.67
430.97,30.0,141.25,-3.0,16.89
292.39,501.2,178.59,-5.0,7.89
399.52,113.35,132.47,19.67,2.78
331.73,157.25,183.59,25.56,20.67
337.62,55.0,164.92,41.12,39.34
71.57,447.85,263.94,132.58,25.34
319.84,39.45,189.59,18.67,40.12
156.14,236.7,282.72,100.13,9.67
254.16,93.9,195.48,70.57,53.01
49.12,28.35,94.24,232.71,204.26
395.63,152.8,121.8,6.89,48.01
97.13,294.5,191.37,56.9,187.7
104.91,1118.55,147.36,24.56,79.46
172.81,112.8,330.95,22.45,40.23
317.95,348.95,107.13,95.35,12.78
417.3,45.0,152.14,11.78,18.78
433.97,108.9,128.58,15.78,4.0
237.38,19.45,224.71,56.9,46.12
320.95,-50.0,221.82,7.89,44.34
397.52,177.25,150.14,6.89,11.89
298.39,221.15,192.37,11.67,44.34
243.6,142.8,248.27,60.01,12.56
244.49,88.35,228.6,54.9,27.34
149.25,671.8,130.69,28.45,143.25
421.08,58.9,130.69,19.56,-3.0
414.41,162.8,147.36,0.0,20.78
252.27,455.1,96.24,73.68,58.79
537.77,-50.0,37.34,6.0,9.0
425.19,113.35,78.46,45.12,19.56
232.71,116.7,294.5,0.89,15.56
281.61,131.15,206.04,24.67,32.45
215.93,78.35,235.71,65.79,59.9
267.16,152.8,251.16,22.56,15.56
503.76,19.45,76.57,10.89,-3.11
391.63,201.7,110.02,16.78,44.23
405.3,62.8,115.8,25.56,17.78
429.97,108.35,123.69,9.89,16.78
174.7,239.5,169.7,91.35,93.35
213.82,323.95,197.26,37.34,74.79
151.25,550.1,190.48,78.46,74.79
450.75,163.35,75.57,40.23,13.67
529.21,69.45,41.12,10.89,5.89
298.61,39.45,213.15,7.78,86.57
397.52,78.9,149.14,17.56,11.89
346.4,217.25,164.03,48.23,9.89
280.61,299.5,221.71,-0.11,9.89
327.06,88.9,237.71,11.67,19.78
263.94,163.35,239.6,32.34,39.45
132.36,732.35,38.23,175.81,89.13
574.33,35.0,14.67,-6.0,8.0
55.12,87.25,307.28,0.0,62.79
284.5,24.45,255.27,15.67,30.56
496.76,-60.0,63.79,14.78,26.67
239.6,210.6,234.71,37.23,45.34
463.42,-20.0,109.8,0.0,8.89
292.61,83.35,173.81,42.23,79.68
186.59,408.4,240.38,50.01,40.34
319.84,73.35,152.03,52.12,46.34
115.91,672.35,239.38,29.34,64.9
139.47,315.05,182.48,101.13,123.8
447.53,-75.0,110.02,0.89,23.56
413.19,138.35,111.02,7.89,47.23
548.66,5.0,35.45,-0.11,-12.0
346.51,29.45,181.48,27.56,0.0
517.21,-55.0,39.12,7.78,16.89
185.37,108.35,295.39,14.78,67.79
144.47,467.3,309.17,9.89,48.01
414.41,-11.1,168.92,-5.0,4.89
227.71,462.3,90.24,134.58,45.01
436.75,50.0,124.58,7.89,18.78
381.96,171.7,138.47,23.56,12.56
454.53,101.7,73.57,13.78,-4.11
334.73,53.9,223.71,14.78,-5.0
315.28,207.25,180.59,8.78,47.9
458.42,-40.55,119.8,6.0,2.89
301.5,382.85,113.91,40.23,57.79
344.73,181.15,133.58,44.12,31.34
508.65,-15.55,73.68,-4.0,0.89
327.73,0.0,163.81,29.34,38.12
365.07,146.7,109.8,34.45,47.34
352.29,48.35,180.48,11.89,4.78
472.09,64.45,85.35,14.78,14.89
410.19,-30.55,131.47,21.67,19.78
422.08,290.6,58.79,28.56,28.45
374.85,47.8,164.92,3.0,13.78
520.21,39.45,45.12,-6.0,11.78
299.28,13.9,247.27,10.78,17.89
29.45,1394.7,80.46,160.92,46.34
288.72,83.9,279.83,-0.11,5.78
283.61,9.45,173.7,39.23,67.57
220.93,13.35,190.48,94.35,65.57
232.6,378.95,112.8,34.34,127.58
131.58,295.05,290.5,62.79,58.12
451.42,103.9,105.02,4.89,13.89
415.08,14.45,140.25,10.89,-4.11
191.37,550.65,240.6,17.78,38.12
276.94,13.35,257.27,10.78,26.45
292.72,192.8,113.8,71.57,79.35
263.27,162.8,262.05,18.67,40.45
465.42,-15.55,123.8,-1.0,9.89
282.83,73.35,265.05,2.89,26.56
364.07,128.35,181.48,3.0,0.0
167.92,417.85,196.26,81.57,66.79
408.41,-65.0,148.14,3.89,24.67
92.13,544.0,177.7,157.03,35.34
255.38,246.7,215.82,33.34,56.01
363.18,206.15,159.92,-7.0,8.67
227.93,156.15,272.05,15.67,38.12
335.73,77.8,201.15,7.78,9.78
361.29,93.9,167.81,35.45,28.67
475.2,58.35,83.57,4.89,25.67
375.96,171.7,129.58,29.56,35.56
464.31,-25.55,108.91,5.0,0.89
352.51,211.7,150.14,35.45,35.56
533.1,-40.0,49.01,10.89,-5.0
502.76,25.0,93.35,-7.0,1.89
316.06,304.5,190.59,6.89,21.56
189.59,362.85,181.7,48.12,103.13
38.45,889.05,95.24,183.48,110.02
248.38,87.25,248.27,34.34,27.56
278.94,274.5,223.93,1.0,43.23
289.72,196.15,175.59,45.12,40.34
176.59,4.45,270.05,57.79,72.68
363.18,220.6,148.36,32.45,11.89
354.29,364.5,154.14,5.78,12.89
470.09,50.0,111.02,-2.0,-8.0
521.43,60.0,68.68,1.0,8.0
281.61,246.15,177.59,20.56,53.01
0.0,0.0,0.0,0.0,0.0
240.38,196.7,179.7,40.23,76.35
343.73,133.35,193.37,23.45,13.67
341.73,122.8,218.82,8.89,11.0
276.94,201.7,128.58,96.13,58.01
203.04,398.4,129.69,103.13,82.46
132.58,1207.45,110.91,42.12,42.01
118.8,313.95,274.83,67.79,60.79
