Customer Identity,First Policy´s Year,Brithday Year,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
9145,1995,1974,3 - BSc/MSc,1609,3,1,428.53,0.33,436.75,104.45,106.02,24.56,7.78
9146,1996,1955,3 - BSc/MSc,3457,4,0,320.52,0.44,371.07,18.90,182.70,8.89,35.56
9147,1981,1976,3 - BSc/MSc,2197,4,1,544.88,0.15,487.98,83.90,87.46,8.89,-1.00
9148,1984,1937,3 - BSc/MSc,4137,3,1,569.21,0.13,461.20,99.45,89.35,24.67,8.89
9149,1988,1959,3 - BSc/MSc,3093,4,1,171.60,0.71,340.62,136.70,152.14,28.45,31.45
9150,1985,1994,2 - High School,987,3,1,804.05,0.97,26.34,829.05,28272.00,65.68,138.25
9151,1987,1946,2 - High School,4245,1,0,451.42,0.44,166.92,309.50,252.27,22.67,94.24
9152,1977,1948,1 - Basic,3850,2,0,26.79,0.93,58.90,142.25,143.47,223.82,133.36
9153,1990,1977,2 - High School,2282,2,1,9.56,0.95,366.29,98.90,181.59,1.89,34.56
9154,1995,1959,3 - BSc/MSc,2826,3,1,-34.78,1.01,389.74,87.80,164.03,17.78,9.78
9155,1991,1962,3 - BSc/MSc,2800,4,1,517.10,0.23,390.85,122.80,155.25,9.89,28.45
9156,1993,1990,1 - Basic,1153,1,1,366.63,0.57,128.47,397.85,177.70,79.46,134.69
9157,1977,1995,1 - Basic,371,4,1,136.03,0.88,27.34,990.75,96.13,161.03,96.35
9158,1984,1942,3 - BSc/MSc,3660,1,0,543.10,0.44,176.81,526.20,263.16,55.90,-7.00
9159,1989,1944,2 - High School,4292,1,0,494.76,0.51,158.14,560.10,299.50,21.56,18.78
9160,1976,1973,3 - BSc/MSc,2060,2,1,360.41,0.42,411.19,103.90,155.25,4.78,-7.00
9161,1974,1959,2 - High School,3552,4,1,-59.23,1.03,235.71,559.00,93.13,34.23,89.13
9162,1983,1946,4 - PhD,3666,1,0,-62.33,1.06,416.19,-15.55,158.14,4.89,16.89
9163,1979,1985,4 - PhD,1261,2,1,187.82,0.71,196.26,172.80,346.62,26.56,-10.00
9164,1993,1941,2 - High School,3731,4,0,144.03,0.77,245.60,200.05,217.93,3.89,76.57
9165,1975,1967,3 - BSc/MSc,2338,4,1,-12.22,0.98,455.53,94.45,116.80,4.89,7.89
9166,1984,1940,2 - High School,3942,1,0,-17.22,0.99,272.83,24.45,190.37,54.12,70.79
9167,1992,1972,2 - High School,1241,1,1,212.60,0.76,279.61,495.65,131.58,10.89,52.90
9168,1995,1986,4 - PhD,1104,4,1,165.48,0.74,351.51,171.70,188.59,18.78,12.78
9169,1996,1960,3 - BSc/MSc,2871,1,1,510.77,0.13,537.99,25.00,48.12,6.00,-4.11
9170,1983,1955,3 - BSc/MSc,2893,2,1,488.55,0.19,421.97,82.80,109.91,4.89,13.67
9171,1987,1982,2 - High School,1296,4,1,-15.22,0.98,390.74,73.90,164.92,8.78,9.78
9172,1977,1980,3 - BSc/MSc,2097,1,1,388.63,0.56,230.82,442.30,242.38,25.56,-3.11
9173,1982,1997,2 - High School,994,4,1,607.90,0.43,44.23,632.90,160.14,115.91,160.14
9174,1988,1952,3 - BSc/MSc,3544,4,0,525.65,0.47,181.70,550.65,237.49,17.56,47.01
9175,1996,1968,3 - BSc/MSc,2498,1,1,-2.99,0.96,481.87,34.45,86.46,2.89,-5.11
9176,1981,1988,4 - PhD,1659,2,1,-16.77,0.99,409.41,-5.55,177.81,3.89,9.89
9177,1977,1942,2 - High School,3442,1,0,279.17,0.63,85.35,322.85,194.26,145.25,73.57
9178,1990,1993,1 - Basic,1291,2,1,528.65,0.38,151.25,383.95,83.46,169.70,105.80
9179,1980,1992,1 - Basic,991,4,0,818.82,0.21,169.92,589.55,129.58,84.35,99.24
9180,1996,1950,2 - High School,3407,4,0,-40.78,1.01,74.68,722.90,186.59,190.37,15.78
9181,1986,1977,1 - Basic,1657,1,1,-222.15,1.18,182.70,671.25,55.01,111.80,85.35
9182,1979,1964,3 - BSc/MSc,3254,3,1,482.32,0.25,512.32,104.45,54.90,0.89,5.89
9183,1974,1960,2 - High School,2682,3,1,-18.11,0.99,548.88,40.00,36.34,6.89,14.89
9184,1988,1994,1 - Basic,1338,1,1,504.55,0.48,3.78,529.55,101.24,330.84,52.23
9185,1991,1981,2 - High School,2525,4,0,188.71,0.63,286.50,3.90,142.36,69.57,72.79
9186,1982,1938,2 - High School,4473,1,0,-25.00,1.00,,539.00,163.03,155.14,70.68
9187,1978,1955,4 - PhD,3242,4,1,-7.22,0.97,393.74,118.35,155.14,18.67,17.78
9188,1976,1958,3 - BSc/MSc,3383,1,1,367.63,0.33,333.84,9.45,186.48,16.56,42.23
9189,1983,1988,2 - High School,1263,4,1,-95.79,1.10,101.02,166.70,286.72,41.12,130.69
9190,1982,1956,3 - BSc/MSc,3585,4,1,-25.00,1.00,458.53,104.45,111.91,3.89,14.78
9191,1978,1988,2 - High School,1769,1,1,301.17,0.60,74.46,275.05,334.84,80.46,57.12
9192,1983,1996,2 - High School,1466,4,0,21.01,0.96,136.36,663.45,241.49,46.01,24.45
9193,1976,1996,1 - Basic,1430,1,1,471.76,0.30,107.13,147.25,60.79,163.92,225.71
9194,1989,1969,3 - BSc/MSc,2325,1,1,467.76,0.25,489.98,69.45,86.46,8.78,2.78
9195,1992,1939,3 - BSc/MSc,4450,4,0,124.47,0.78,326.73,103.35,193.48,13.67,32.45
9196,1992,1972,2 - High School,1937,4,1,490.43,0.16,475.20,34.45,97.13,3.89,1.89
9197,1988,1992,1 - Basic,988,3,1,606.22,0.49,25.34,801.25,239.38,18.78,151.25
9198,1989,1943,2 - High School,4329,4,0,391.40,0.47,217.82,217.25,123.80,18.67,205.15
9199,1997,1959,3 - BSc/MSc,2806,1,1,453.20,0.18,449.75,13.35,95.13,13.78,14.67
9200,1995,1949,2 - High School,3297,1,0,134.70,0.81,101.02,367.85,245.27,84.46,58.68
9201,1987,1976,3 - BSc/MSc,1998,2,1,566.55,0.12,511.54,88.90,59.79,4.00,8.89
9202,1982,1998,2 - High School,1048,1,1,880.62,0.22,165.03,711.25,88.35,29.34,168.03
9203,1996,1958,3 - BSc/MSc,2751,4,1,589.67,0.17,368.07,196.70,126.69,56.01,-6.11
9204,1979,1950,3 - BSc/MSc,2993,4,1,472.87,0.31,497.87,151.15,54.12,9.89,12.89
9205,1991,1997,2 - High School,857,2,1,640.68,0.32,85.57,471.20,223.82,136.36,58.12
9206,1979,1989,2 - High School,1668,3,1,37.79,0.93,157.92,455.10,143.25,71.57,95.13
9207,1990,1940,3 - BSc/MSc,3403,2,0,668.23,0.19,359.18,340.05,103.91,53.90,-6.00
9208,1990,1945,3 - BSc/MSc,3795,3,0,-25.00,1.00,352.51,28.90,210.04,9.78,7.00
9209,1984,1983,3 - BSc/MSc,1300,4,1,469.76,0.16,487.76,4.45,84.57,10.89,3.89
9210,1987,1976,2 - High School,1923,1,1,-88.90,1.07,154.03,491.75,251.27,63.90,17.45
9211,1985,1988,3 - BSc/MSc,2119,4,0,554.23,0.42,190.26,544.00,189.59,35.23,31.23
9212,1974,1945,2 - High School,3809,4,0,-85.68,1.06,137.36,491.75,218.82,69.68,60.68
9213,1981,1995,1 - Basic,934,3,1,436.97,0.61,45.01,722.35,98.02,295.50,9.89
9214,1997,1995,1 - Basic,896,3,1,-217.04,1.19,92.46,546.20,111.80,79.46,205.04
9215,1983,1996,2 - High School,1097,3,1,688.80,0.36,143.14,687.35,132.58,64.68,91.13
9216,1988,1987,4 - PhD,1152,2,1,450.53,0.33,325.06,157.25,200.15,12.78,19.56
9217,1980,1979,2 - High School,1806,4,1,81.34,0.86,332.84,153.35,189.48,57.01,10.00
9218,1979,1952,3 - BSc/MSc,3248,4,0,323.97,0.35,340.62,-45.55,189.59,29.56,24.34
9219,1996,1992,2 - High School,956,3,1,121.25,0.87,76.46,642.90,203.15,107.02,69.79
9220,1996,1979,3 - BSc/MSc,1842,1,1,237.16,0.69,197.37,298.95,177.70,64.79,99.35
9221,1983,1963,3 - BSc/MSc,3194,3,1,508.22,0.09,488.76,28.90,51.90,5.89,9.67
9222,1981,1958,4 - PhD,2904,4,1,308.62,0.61,333.62,348.95,163.92,13.67,4.00
9223,1987,1948,3 - BSc/MSc,3267,1,0,183.93,0.74,209.04,265.05,290.61,14.67,14.78
9224,1977,1968,1 - Basic,2436,4,1,972.53,0.09,328.73,637.35,93.35,24.67,6.78
9225,1993,1945,3 - BSc/MSc,4089,2,0,368.63,0.41,406.52,68.90,172.92,12.89,4.78
9226,1980,1957,3 - BSc/MSc,3238,1,1,404.19,0.27,424.19,5.00,130.47,14.78,12.56
9227,1990,1974,3 - BSc/MSc,2467,4,1,404.07,0.50,210.26,295.60,144.25,36.45,169.92
9228,1987,1981,4 - PhD,1592,1,1,449.31,0.27,415.19,73.90,147.25,14.78,3.00
9229,1992,1960,2 - High School,2437,1,0,145.59,0.82,215.82,491.20,121.58,45.23,89.13
9230,1983,1938,2 - High School,3989,1,0,1.34,0.96,416.19,43.90,114.91,17.56,26.56
9231,1983,1979,4 - PhD,2088,2,1,35.78,0.91,476.98,70.00,98.24,-4.00,2.78
9232,1985,1995,1 - Basic,687,1,1,471.08,0.53,99.13,565.65,242.60,79.57,69.57
9233,1986,1945,3 - BSc/MSc,3884,1,0,171.48,0.77,196.48,305.60,240.49,58.90,42.01
9234,1982,1948,2 - High School,3798,1,0,-80.12,1.07,155.03,250.60,337.73,44.12,-11.00
9235,1993,1936,1 - Basic,4131,4,0,-14.33,0.99,126.58,171.15,306.28,94.24,21.67
9236,1997,1998,1 - Basic,566,4,1,1691.43,0.15,14.56,1777.55,49.23,46.01,121.69
9237,1990,1958,3 - BSc/MSc,2561,3,1,6.33,0.95,368.18,40.00,184.70,19.56,8.67
9238,1993,1984,3 - BSc/MSc,1918,1,1,-28.33,1.00,423.08,207.25,119.80,-1.11,21.78
9239,1976,1963,1 - Basic,2991,3,1,629.44,0.14,468.20,192.80,72.68,18.56,12.00
9240,1997,1946,2 - High School,3973,3,0,62.25,0.87,116.02,87.25,253.16,41.34,162.03
9241,1975,1977,3 - BSc/MSc,1978,1,1,-45.56,1.03,478.09,9.45,70.68,29.45,8.89
9242,1994,1981,2 - High School,1583,4,1,164.59,0.79,193.48,373.95,298.50,3.89,44.34
9243,1986,1966,1 - Basic,2556,1,1,467.87,0.20,433.86,39.45,126.69,14.67,4.89
9244,1980,1981,3 - BSc/MSc,2345,4,1,-7.00,0.97,472.20,20.00,112.91,,2.00
9245,1987,1976,1 - Basic,2350,1,1,29.90,0.92,282.83,82.80,190.37,37.34,54.90
9246,1996,1945,1 - Basic,4062,1,0,70.13,0.90,210.26,457.30,200.37,112.02,-3.11
9247,1979,1995,1 - Basic,914,1,1,297.73,0.67,41.34,485.65,131.58,162.92,151.03
9248,1981,1949,3 - BSc/MSc,4041,1,1,327.30,0.59,286.61,352.30,154.03,23.67,43.23
9249,1976,1957,3 - BSc/MSc,3264,1,1,-90.68,1.09,315.06,195.60,119.80,90.35,24.67
9250,1983,1968,3 - BSc/MSc,2056,3,1,-43.42,1.03,458.42,-16.10,109.02,13.78,11.89
9251,1988,1962,3 - BSc/MSc,3311,1,1,-102.00,1.14,538.10,-40.00,61.01,,3.00
9252,1997,1994,3 - BSc/MSc,1017,4,1,89.13,0.82,69.68,44.45,247.38,207.26,66.79
9253,1990,1992,2 - High School,1815,1,1,556.56,0.42,117.69,549.00,246.38,25.45,59.68
9254,1997,1977,3 - BSc/MSc,2125,2,1,-25.00,1.00,212.04,369.50,211.15,53.12,61.79
9255,1977,1959,3 - BSc/MSc,2704,2,1,-23.33,1.00,331.84,84.45,228.71,-0.11,1.78
9256,1989,1993,1 - Basic,1398,4,1,1288.46,0.17,155.25,1203.55,145.36,19.67,65.01
9257,1987,1963,2 - High School,2777,4,1,-25.00,1.00,416.41,127.25,137.58,5.89,28.67
9258,1983,1954,3 - BSc/MSc,3477,2,1,225.60,0.68,366.07,250.60,112.80,40.23,15.78
9259,1987,1967,2 - High School,2758,1,1,-30.00,1.00,163.03,848.50,216.93,40.34,-5.00
9260,1998,1987,2 - High School,1226,2,0,-87.23,1.09,333.73,92.80,77.68,70.57,84.46
9261,1983,1969,2 - High School,2887,1,1,-44.67,1.03,400.41,39.45,137.47,27.45,19.67
9262,1993,1936,3 - BSc/MSc,4528,1,0,556.34,0.28,280.61,288.95,210.04,18.67,6.89
9263,1980,1991,3 - BSc/MSc,764,3,1,362.52,0.45,123.69,138.35,178.81,94.13,169.70
9264,1974,1973,2 - High School,2060,4,1,23.56,0.92,480.09,35.00,85.35,9.78,3.78
9265,1981,1984,1 - Basic,1499,3,1,53.46,0.88,236.71,68.35,247.27,9.89,78.46
9266,1978,1963,2 - High School,2908,4,1,403.97,0.31,376.85,58.90,163.92,16.78,6.78
9267,1979,1945,2 - High School,3994,4,0,313.73,0.61,333.95,313.95,80.57,71.68,66.90
9268,1985,1971,1 - Basic,2574,3,1,238.49,0.66,337.73,221.15,129.47,42.34,51.23
9269,1977,1973,2 - High School,2355,4,0,393.18,0.54,324.95,358.95,157.92,29.56,29.67
9270,1982,1951,3 - BSc/MSc,3314,4,0,575.66,0.40,198.48,511.20,194.26,89.46,14.56
9271,1985,1968,3 - BSc/MSc,2756,1,1,335.07,0.59,269.16,362.85,192.48,58.01,2.78
9272,1997,1987,2 - High School,1711,1,1,63.35,0.88,239.49,187.80,145.25,86.35,88.35
9273,1991,1958,3 - BSc/MSc,3307,4,1,256.50,0.66,275.83,319.50,150.25,41.23,46.90
9274,1992,1947,2 - High School,3959,1,0,-57.34,1.04,177.81,153.35,311.28,67.79,35.45
9275,1987,1982,3 - BSc/MSc,1696,4,1,0.78,0.96,431.97,15.00,141.25,,10.78
9276,1995,1954,3 - BSc/MSc,2462,2,1,137.92,0.77,438.75,157.25,106.02,11.78,-6.11
9277,1983,1947,3 - BSc/MSc,,4,0,41.90,0.89,217.93,0.00,257.27,41.34,66.90
9278,1988,1961,4 - PhD,2920,2,0,-57.76,1.06,353.40,-70.00,149.36,77.68,29.56
9279,1990,1970,2 - High School,2394,4,1,290.74,0.41,396.41,-50.00,105.02,27.45,58.12
9280,1974,1940,3 - BSc/MSc,3762,3,0,236.05,0.57,236.60,38.35,297.39,5.89,24.45
9281,1986,1997,2 - High School,1614,3,0,-204.59,1.19,95.13,471.75,128.69,263.05,11.67
9282,1976,1968,3 - BSc/MSc,3108,4,1,358.88,0.24,523.21,-65.00,47.01,0.89,-3.11
9283,1986,1987,2 - High School,1842,2,1,317.73,0.40,344.73,3.90,209.93,8.78,6.78
9284,1980,1997,1 - Basic,720,1,1,-312.28,1.29,47.12,540.65,132.58,157.92,129.36
9285,1974,1953,3 - BSc/MSc,3176,1,1,143.49,0.71,326.06,-10.55,130.58,29.34,107.13
9286,1994,1954,1 - Basic,2434,4,1,-19.11,0.99,297.50,431.75,153.14,27.45,21.56
9287,1993,1945,3 - BSc/MSc,3217,2,0,299.27,0.64,266.05,388.95,121.69,64.68,55.79
9288,1974,1983,4 - PhD,1914,4,1,454.86,0.24,428.19,45.00,148.14,6.78,-0.11
9289,1982,1983,2 - High School,1500,4,1,456.63,0.47,242.60,369.50,150.25,138.36,7.89
9290,1982,1989,3 - BSc/MSc,982,2,1,315.76,0.39,339.73,-11.10,201.37,38.23,-5.00
9291,1990,1981,2 - High School,2020,1,1,-48.56,1.03,331.95,358.95,151.25,18.78,42.34
9292,1987,1967,3 - BSc/MSc,2375,2,1,-46.00,1.04,489.76,-20.00,75.46,-1.00,8.89
9293,1992,1942,3 - BSc/MSc,3853,3,0,410.64,0.39,246.49,151.70,271.83,7.78,37.45
9294,1995,1979,3 - BSc/MSc,1923,4,1,112.14,0.80,314.28,142.25,241.38,0.89,-2.11
9295,53784,1948,3 - BSc/MSc,3268,1,0,348.85,0.37,351.40,15.00,187.37,22.45,17.78
9296,1996,1982,2 - High School,2028,1,1,11.23,0.95,129.69,221.70,350.51,57.01,36.45
9297,1980,1989,2 - High School,1117,4,1,143.92,0.73,73.68,35.00,169.70,168.92,180.70
9298,1986,1953,2 - High School,3182,4,1,420.08,0.38,398.74,133.35,142.36,1.89,46.34
9299,1986,1993,3 - BSc/MSc,1578,2,1,-27.21,1.00,146.36,72.25,239.60,98.13,74.46
9300,1981,1940,2 - High School,3861,4,0,-0.22,0.97,197.15,225.60,183.59,87.46,62.68
9301,1996,1952,2 - High School,3326,4,1,257.72,0.56,132.47,73.90,291.50,74.57,75.68
9302,1987,1989,3 - BSc/MSc,1835,3,1,-2.44,0.97,142.47,278.95,280.83,111.02,8.89
9303,1981,1968,3 - BSc/MSc,2615,1,1,478.76,0.18,481.09,29.45,84.35,-0.11,22.78
9304,1982,1991,1 - Basic,931,1,1,338.41,0.56,175.70,288.95,180.70,101.24,82.46
9305,1978,1977,2 - High School,1829,4,1,-25.00,1.00,370.96,98.35,158.14,10.67,35.56
9306,1994,1967,4 - PhD,2449,1,1,487.55,0.04,568.55,-65.00,21.56,4.00,5.00
9307,1986,1953,3 - BSc/MSc,3491,4,0,-91.90,1.11,242.60,19.45,280.72,41.23,25.67
9308,1992,1986,1 - Basic,1091,4,1,282.29,0.58,121.69,185.60,144.36,207.15,75.68
9309,1982,1958,1 - Basic,3177,3,1,-102.46,1.12,117.80,34.45,324.06,66.68,77.46
9310,1985,1959,3 - BSc/MSc,2871,4,1,47.57,0.89,307.39,58.90,207.04,13.67,52.12
9311,1986,1951,3 - BSc/MSc,3034,1,1,450.09,0.20,474.09,14.45,88.35,19.67,1.00
9312,1997,1956,3 - BSc/MSc,3747,3,1,-152.01,1.25,417.19,-75.00,94.35,52.01,23.45
9313,,1974,,2552,1,1,458.20,0.28,468.31,102.25,79.46,6.78,14.89
9314,1994,1952,3 - BSc/MSc,3528,2,0,351.17,0.47,284.61,148.35,213.15,5.78,56.79
9315,1995,1950,3 - BSc/MSc,2991,1,0,368.30,0.47,73.46,186.15,346.62,62.79,70.90
9316,1987,1981,3 - BSc/MSc,1541,1,1,-25.00,1.00,285.83,162.80,262.05,9.78,23.67
9317,1995,1941,3 - BSc/MSc,3867,2,0,227.27,0.66,252.27,201.15,209.04,41.23,38.34
9318,1997,1953,3 - BSc/MSc,2882,4,1,-71.77,1.08,474.09,-15.55,83.35,19.67,4.00
9319,1989,1952,2 - High School,3047,1,1,142.82,0.75,247.27,136.15,221.71,21.56,53.23
9320,1988,1949,2 - High School,3641,4,0,-17.11,0.99,222.71,427.85,192.37,86.46,7.89
9321,1976,1989,2 - High School,2059,2,1,387.76,0.55,78.35,411.20,218.04,134.58,76.79
9322,1984,1960,4 - PhD,2734,3,0,315.62,0.57,375.18,241.15,157.03,28.56,-3.00
9323,1975,1998,1 - Basic,1218,3,1,3.56,0.98,177.81,902.95,77.46,82.35,53.79
9324,1975,1968,3 - BSc/MSc,3054,4,1,439.09,0.25,468.42,43.90,110.02,1.89,-3.11
9325,,1971,2 - High School,1942,2,,366.19,0.38,306.28,73.35,222.82,15.67,11.56
9326,1981,1940,2 - High School,3950,3,0,-8.33,0.98,331.73,260.05,142.47,57.01,16.67
9327,1993,1962,3 - BSc/MSc,3459,4,1,530.87,0.37,247.27,340.05,131.47,31.45,126.80
9328,1975,1995,3 - BSc/MSc,1206,4,1,-107.35,1.09,93.24,465.65,216.04,18.56,157.03
9329,1982,1939,3 - BSc/MSc,4380,2,0,561.22,0.12,499.76,88.35,51.90,10.89,12.78
9330,1993,1955,3 - BSc/MSc,2791,2,1,-52.56,1.04,369.96,118.35,139.25,17.78,45.34
9331,1977,1941,3 - BSc/MSc,4045,4,0,180.82,0.65,180.70,42.80,345.40,25.45,-0.11
9332,1979,1973,2 - High School,2838,2,1,341.95,0.59,286.50,368.95,212.15,2.00,27.56
9333,1980,1945,3 - BSc/MSc,3115,1,0,-66.90,1.06,103.02,210.60,382.96,7.00,48.90
9334,1974,1987,4 - PhD,1302,4,1,118.35,0.80,294.50,143.35,236.60,24.67,30.56
9335,1983,1959,4 - PhD,2588,3,1,28.11,0.92,537.77,60.00,40.34,6.89,8.00
9336,1985,1997,2 - High School,1500,1,1,-110.57,1.11,149.03,230.60,156.14,149.14,85.57
9337,1993,1975,2 - High School,2571,1,1,-104.11,1.16,354.40,-75.00,198.26,13.67,17.78
9338,1985,1968,3 - BSc/MSc,2776,2,1,-72.10,1.08,478.20,-15.55,94.24,12.67,-8.00
9339,1975,1993,2 - High School,1172,4,1,211.71,0.75,63.01,460.65,230.71,34.45,173.70
9340,1980,1970,3 - BSc/MSc,2500,3,1,-28.00,1.00,552.66,15.00,41.34,,-1.00
9341,1976,1979,3 - BSc/MSc,1537,2,1,158.48,0.60,,171.70,217.04,42.34,30.56
9342,1993,1976,2 - High School,1558,1,1,386.41,0.48,416.41,255.05,94.24,23.45,5.00
9343,1991,1951,1 - Basic,2933,4,1,284.28,0.72,212.93,653.45,161.03,17.78,78.57
9344,1991,1956,3 - BSc/MSc,2852,1,1,575.88,0.21,414.41,187.25,130.58,13.67,12.89
9345,1990,1949,2 - High School,2952,4,0,299.06,0.56,343.73,171.70,180.70,19.56,19.67
9346,1982,1971,3 - BSc/MSc,2514,3,1,521.22,0.16,464.31,83.35,94.24,10.89,-4.11
9347,1980,1952,3 - BSc/MSc,3176,4,1,152.81,0.76,419.19,186.70,116.91,8.89,18.67
9348,1979,1965,4 - PhD,2093,2,0,562.55,0.10,513.32,79.45,52.90,-0.11,5.00
9349,1982,1979,1 - Basic,2673,3,1,394.30,0.37,380.85,73.90,167.92,22.67,15.78
9350,1986,1999,1 - Basic,380,1,1,-69.23,1.04,72.79,834.60,197.26,44.23,114.80
9351,1980,1946,1 - Basic,3720,1,0,-69.67,1.07,167.03,23.90,179.59,188.59,47.01
9352,1978,1998,1 - Basic,1118,1,1,350.40,0.53,46.01,270.60,198.15,217.93,58.79
9353,1987,1966,3 - BSc/MSc,2829,1,1,-38.42,1.02,523.21,-6.10,39.12,-0.11,-1.11
9354,1996,1952,3 - BSc/MSc,2715,4,0,272.95,0.65,129.47,347.85,243.60,83.46,49.90
9355,1995,1971,3 - BSc/MSc,2492,4,1,-171.89,1.28,532.88,-70.00,41.23,10.89,4.00
9356,1981,1975,2 - High School,1607,4,1,623.80,0.22,292.61,308.40,159.14,11.89,59.68
9357,1994,1944,3 - BSc/MSc,3284,4,1,37.68,0.91,155.92,166.70,314.17,33.34,29.34
9358,1977,1967,3 - BSc/MSc,2573,4,1,624.00,0.09,547.88,133.90,28.56,8.78,-8.00
9359,1976,1975,3 - BSc/MSc,2506,2,1,-25.11,1.00,397.63,33.35,103.91,-0.11,70.79
9360,1991,1985,4 - PhD,1226,1,1,457.53,0.22,457.53,30.00,125.80,13.78,-5.00
9361,1989,1979,2 - High School,1827,3,1,478.22,0.23,379.74,106.70,144.36,8.78,16.78
9362,1981,1980,3 - BSc/MSc,2179,4,1,-18.89,0.99,420.19,40.00,126.58,19.67,13.56
9363,1984,1958,2 - High School,3075,3,0,145.81,0.76,350.29,142.25,167.03,28.56,28.56
9364,1986,1964,2 - High School,2667,4,1,-52.67,1.04,381.85,255.05,56.79,62.79,27.67
9365,1988,1986,2 - High School,1525,4,1,103.58,0.81,165.81,84.45,287.72,113.80,14.78
9366,1976,1981,2 - High School,2441,4,1,69.35,0.90,287.72,378.40,155.25,82.46,11.89
9367,1996,1941,3 - BSc/MSc,4066,3,0,218.05,0.59,311.28,-10.00,233.60,17.78,40.45
9368,1991,1974,3 - BSc/MSc,1523,2,1,-71.44,1.08,428.97,-30.55,151.25,11.89,4.00
9369,1992,1995,3 - BSc/MSc,1503,1,1,574.00,0.46,129.69,638.45,204.04,102.13,39.45
9370,1980,1970,4 - PhD,2728,1,1,-25.00,1.00,240.38,136.15,254.38,41.23,23.78
9371,1991,1966,3 - BSc/MSc,2991,4,1,2.67,0.96,471.31,33.90,87.46,16.78,27.67
9372,1988,1976,2 - High School,1933,1,1,297.96,0.61,306.17,327.85,124.58,4.89,69.79
9373,1985,1938,3 - BSc/MSc,3366,1,0,-1.33,0.97,314.06,192.80,185.48,23.67,45.23
9374,1978,1971,2 - High School,2298,2,1,198.37,0.70,444.75,216.70,76.57,11.67,6.67
9375,1987,1962,4 - PhD,2315,4,1,-186.89,1.31,464.31,-70.00,116.80,12.89,-3.00
9376,1996,1977,3 - BSc/MSc,1999,3,1,114.48,0.80,468.31,126.70,75.57,-1.00,13.78
9377,1980,1956,3 - BSc/MSc,3465,4,1,-68.20,1.07,457.64,-16.10,106.91,18.67,11.00
9378,1993,1994,1 - Basic,928,1,1,213.61,0.70,125.69,244.50,146.14,131.58,141.58
9379,1990,1980,3 - BSc/MSc,2347,4,1,475.43,0.18,483.87,24.45,84.46,10.89,7.89
9380,1985,1955,3 - BSc/MSc,2898,4,1,425.30,0.38,264.94,197.25,256.16,11.67,-0.22
9381,1975,1980,3 - BSc/MSc,2199,4,1,-43.89,1.03,480.09,39.45,96.13,7.89,-11.00
9382,1987,1984,2 - High School,1307,3,1,360.31,0.29,437.86,-45.55,133.58,7.00,12.67
9383,1991,1954,2 - High School,4207,4,1,-64.78,1.06,425.08,52.80,135.58,18.78,-7.00
9384,1995,1989,4 - PhD,1320,3,0,558.79,0.19,229.60,200.05,140.36,97.13,57.01
9385,1983,1950,2 - High School,3594,4,0,537.54,0.39,56.79,418.40,259.05,87.35,97.13
9386,1992,1951,3 - BSc/MSc,3621,2,1,128.80,0.75,243.27,64.45,150.25,10.67,153.92
9387,1978,1984,3 - BSc/MSc,1511,4,1,-67.46,1.07,234.71,45.00,284.83,25.56,61.90
9388,1994,1989,3 - BSc/MSc,1864,3,1,182.26,0.74,248.38,260.05,173.81,41.12,66.68
9389,1985,1984,3 - BSc/MSc,1987,1,1,404.20,0.52,190.48,401.75,212.04,27.45,63.68
9390,1997,1971,2 - High School,2385,4,1,606.66,0.20,397.74,236.70,141.36,7.78,2.78
9391,1992,1999,1 - Basic,540,3,0,-490.20,1.55,20.78,290.60,47.12,299.50,186.48
9392,1992,1963,3 - BSc/MSc,1974,2,1,-49.00,1.04,487.87,39.45,82.35,3.89,-12.00
9393,1998,1960,2 - High School,2306,4,1,-85.01,1.09,161.14,106.70,156.03,181.48,60.01
9394,1996,1983,3 - BSc/MSc,1275,4,1,-76.10,1.09,438.64,-25.55,122.80,7.89,2.78
9395,1982,1992,2 - High School,848,4,1,142.15,0.71,184.59,-5.55,228.82,125.69,47.01
9396,1985,1978,1 - Basic,1963,4,1,267.16,0.58,223.93,98.90,278.94,29.34,60.01
9397,1991,1955,3 - BSc/MSc,3244,4,1,359.85,0.40,397.52,88.35,140.25,12.67,3.89
9398,1975,1954,3 - BSc/MSc,3457,4,1,40.45,0.90,476.09,89.45,93.13,2.89,-8.00
9399,1974,1956,1 - Basic,2170,3,0,-25.00,0.00,,0.00,,,
9400,1983,1958,4 - PhD,3166,4,1,-26.89,1.00,443.64,108.90,110.91,17.78,15.89
9401,1978,1985,2 - High School,1732,3,1,38.01,0.89,318.95,29.45,142.25,80.46,17.45
9402,1978,1969,3 - BSc/MSc,2901,1,1,-107.43,1.16,467.20,-35.55,98.13,-1.11,-5.11
9403,1975,1959,2 - High School,3241,4,1,10.45,0.96,368.96,285.05,83.46,35.45,35.12
9404,1997,1961,4 - PhD,2750,1,1,517.55,0.12,504.54,38.90,57.90,0.89,14.89
9405,1981,1984,3 - BSc/MSc,1898,4,1,253.83,0.63,260.94,254.50,143.36,59.90,42.01
9406,1976,1986,2 - High School,1663,4,1,86.69,0.86,173.59,274.50,240.49,61.90,36.12
